epoch,train_loss,train_acc,test_loss,test_acc,test_precision,test_recall,test_f1,test_auc
0,1.1685530535162312,0.8460175697117636,1.2337368,0.14767827068643236,0.14767827068643236,1.0,0.2573513404555533,0.5007833071835371
