126.71000000000001,35.01,26.19694066107704,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.3,0.4,0.2,0.492
126.71000000000001,35.03,24.944147610210734,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.2,0.266
126.71000000000001,35.050000000000004,23.832710714477603,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.2,1.0
126.71000000000001,35.07000000000001,22.883236222177405,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.2,0.003
126.71000000000001,35.09000000000001,22.116593318139476,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.2,0.021
126.71000000000001,35.110000000000014,21.55230150123124,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.2,0.911
126.71000000000001,35.13000000000002,21.20652022374205,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.2,1.0
126.71000000000001,35.15000000000002,21.089999999999748,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.2,0.681
126.71000000000001,35.17000000000002,21.20652022374254,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.2,1.0
126.71000000000001,35.23000000000003,22.883236222179242,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.2,0.179
126.71000000000001,35.27000000000004,24.944147610213257,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.2,0.084
126.73,35.03,23.097603771820133,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.2,0.363
126.73,35.050000000000004,21.89262204488063,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.2,1.0
126.73,35.07000000000001,20.855006593141844,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.2,0.04
126.73,35.09000000000001,20.01080957882488,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.2,0.105
126.73,35.110000000000014,19.38531660819581,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.2,0.497
126.73,35.13000000000002,19.00013947317225,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.2,1.0
126.73,35.15000000000002,18.87000000000019,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.2,1.0
126.73,35.17000000000002,19.0001394731728,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.2,1.0
126.73,35.190000000000026,19.385316608196895,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.2,0.435
126.73,35.21000000000003,20.01080957882645,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.2,0.898
126.73,35.23000000000003,20.85500659314386,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.2,1.0
126.73,35.250000000000036,21.892622044883023,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.2,1.0
126.73,35.27000000000004,23.09760377182286,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.2,0.787
126.75,35.03,21.3224037106517,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.3,0.4,0.2,0.02
126.75,35.050000000000004,20.010809578825317,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.2,0.265
126.75,35.07000000000001,18.870000000000093,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.3,0.4,0.2,1.0
