0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.11501398147722758,0.46835816473489844
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.10832580461302947,0.43447807384537374
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.11169124128875768,0.588324528409259
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.06449528124184106,0.6912369953071138
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.03225806451612903,0.13918033452269346,0.6240268650692249
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.03225806451612903,0.14019793777771739,0.5885435415869299
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.03225806451612903,0.08904023967675007,0.6394770777342373
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.03225806451612903,0.10841400955322208,0.490824393329544
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.03225806451612903,0.10414361451331491,0.4083368150859701
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.03225806451612903,0.07376331377531584,0.484184711687051
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.03225806451612903,0.1733444398154929,0.6512539478215849
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.03225806451612903,0.09094134814810638,0.39987831412811337
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.03225806451612903,0.11880721250534572,0.5282934008708084
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.03225806451612903,0.07324827919462384,0.5179684241687602
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.03225806451612903,0.09641373485687643,0.6284230039520444
